time,Syslog priority,Operation,Message code,Protocol,Source IP,Destination IP,Source port,Destination port,Destination service,Direction
06/Apr/2012 08:18:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,50420,50420_tcp,inbound
06/Apr/2012 08:18:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,18610,18610_tcp,inbound
06/Apr/2012 08:18:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,37460,37460_tcp,inbound
06/Apr/2012 08:18:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,7633,7633_tcp,inbound
06/Apr/2012 08:18:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,29602,29602_tcp,inbound
06/Apr/2012 08:18:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,61858,61858_tcp,inbound
06/Apr/2012 08:18:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,30859,30859_tcp,inbound
06/Apr/2012 08:18:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,14886,14886_tcp,inbound
06/Apr/2012 08:19:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.55,10.32.0.1,6667,7448,7448_tcp,inbound
06/Apr/2012 08:19:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,40126,40126_tcp,inbound
06/Apr/2012 08:19:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.55,10.32.0.1,6667,32362,32362_tcp,inbound
06/Apr/2012 08:19:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,4665,4665_tcp,inbound
06/Apr/2012 08:19:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,62556,62556_tcp,inbound
06/Apr/2012 08:19:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,18736,18736_tcp,inbound
06/Apr/2012 08:19:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,53181,53181_tcp,inbound
06/Apr/2012 08:19:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,49887,49887_tcp,inbound
06/Apr/2012 08:19:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,22308,22308_tcp,inbound
06/Apr/2012 08:20:01,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,35462,35462_tcp,inbound
06/Apr/2012 08:20:01,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,4239,4239_tcp,inbound
06/Apr/2012 08:20:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,61547,61547_tcp,inbound
06/Apr/2012 08:20:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,24305,24305_tcp,inbound
06/Apr/2012 08:20:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.53,10.32.0.1,6667,21653,21653_tcp,inbound
06/Apr/2012 08:20:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,57244,57244_tcp,inbound
06/Apr/2012 08:20:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,40416,40416_tcp,inbound
06/Apr/2012 08:20:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,36493,36493_tcp,inbound
06/Apr/2012 08:20:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,59263,59263_tcp,inbound
06/Apr/2012 08:20:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,47681,47681_tcp,inbound
06/Apr/2012 08:20:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,8913,8913_tcp,inbound
06/Apr/2012 08:20:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,55129,55129_tcp,inbound
06/Apr/2012 08:20:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,26004,26004_tcp,inbound
06/Apr/2012 08:20:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,35652,35652_tcp,inbound
06/Apr/2012 08:20:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,45748,45748_tcp,inbound
06/Apr/2012 08:20:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,34897,34897_tcp,inbound
06/Apr/2012 08:20:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,61546,61546_tcp,inbound
06/Apr/2012 08:20:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,40621,40621_tcp,inbound
06/Apr/2012 08:20:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,22835,22835_tcp,inbound
06/Apr/2012 08:20:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,8115,8115_tcp,inbound
06/Apr/2012 08:20:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,54063,54063_tcp,inbound
06/Apr/2012 08:20:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,22396,22396_tcp,inbound
06/Apr/2012 08:20:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,31920,31920_tcp,inbound
06/Apr/2012 08:21:01,Critical,Deny,ASA-2-106001,TCP,10.32.5.55,10.32.0.1,6667,13475,13475_tcp,inbound
06/Apr/2012 08:21:01,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,3070,3070_tcp,inbound
06/Apr/2012 08:21:01,Critical,Deny,ASA-2-106001,TCP,10.32.5.55,10.32.0.1,6667,58241,58241_tcp,inbound
06/Apr/2012 08:21:01,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,5150,5150_tcp,inbound
06/Apr/2012 08:21:11,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,40630,40630_tcp,inbound
06/Apr/2012 08:21:18,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,9700,9700_tcp,inbound
06/Apr/2012 08:21:18,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,59942,59942_tcp,inbound
06/Apr/2012 08:21:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,32137,32137_tcp,inbound
06/Apr/2012 08:21:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,53662,53662_tcp,inbound
06/Apr/2012 08:21:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,36014,36014_tcp,inbound
06/Apr/2012 08:21:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,40241,40241_tcp,inbound
06/Apr/2012 08:21:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,42838,42838_tcp,inbound
06/Apr/2012 08:21:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,28003,28003_tcp,inbound
06/Apr/2012 08:21:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,34541,34541_tcp,inbound
06/Apr/2012 08:21:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,48103,48103_tcp,inbound
06/Apr/2012 08:21:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,27375,27375_tcp,inbound
06/Apr/2012 08:21:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,42394,42394_tcp,inbound
06/Apr/2012 08:21:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,20940,20940_tcp,inbound
06/Apr/2012 08:21:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,52659,52659_tcp,inbound
06/Apr/2012 08:21:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,55128,55128_tcp,inbound
06/Apr/2012 08:22:00,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,52502,52502_tcp,inbound
06/Apr/2012 08:22:00,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,58548,58548_tcp,inbound
06/Apr/2012 08:22:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,14028,14028_tcp,inbound
06/Apr/2012 08:22:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.55,10.32.0.1,6667,64330,64330_tcp,inbound
06/Apr/2012 08:22:18,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,51660,51660_tcp,inbound
06/Apr/2012 08:22:19,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,45039,45039_tcp,inbound
06/Apr/2012 08:22:21,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,2112,2112_tcp,inbound
06/Apr/2012 08:22:21,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,32932,32932_tcp,inbound
06/Apr/2012 08:22:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,57237,57237_tcp,inbound
06/Apr/2012 08:22:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,19816,19816_tcp,inbound
06/Apr/2012 08:22:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,22204,22204_tcp,inbound
06/Apr/2012 08:22:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,45936,45936_tcp,inbound
06/Apr/2012 08:22:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,14730,14730_tcp,inbound
06/Apr/2012 08:22:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,9676,9676_tcp,inbound
06/Apr/2012 08:22:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,12713,12713_tcp,inbound
06/Apr/2012 08:22:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,35707,35707_tcp,inbound
06/Apr/2012 08:22:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,1233,1233_tcp,inbound
06/Apr/2012 08:22:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,27486,27486_tcp,inbound
06/Apr/2012 08:22:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,8837,8837_tcp,inbound
06/Apr/2012 08:22:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,6484,6484_tcp,inbound
06/Apr/2012 08:23:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,63134,63134_tcp,inbound
06/Apr/2012 08:23:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,14449,14449_tcp,inbound
06/Apr/2012 08:23:19,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,35238,35238_tcp,inbound
06/Apr/2012 08:23:21,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,58822,58822_tcp,inbound
06/Apr/2012 08:23:21,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,31295,31295_tcp,inbound
06/Apr/2012 08:23:21,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,8211,8211_tcp,inbound
06/Apr/2012 08:23:21,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,22892,22892_tcp,inbound
06/Apr/2012 08:23:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,43978,43978_tcp,inbound
06/Apr/2012 08:23:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,17122,17122_tcp,inbound
06/Apr/2012 08:23:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,31040,31040_tcp,inbound
06/Apr/2012 08:23:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,21592,21592_tcp,inbound
06/Apr/2012 08:23:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,55379,55379_tcp,inbound
06/Apr/2012 08:23:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,64337,64337_tcp,inbound
06/Apr/2012 08:23:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,58302,58302_tcp,inbound
06/Apr/2012 08:23:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,21348,21348_tcp,inbound
06/Apr/2012 08:24:11,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,9776,9776_tcp,inbound
06/Apr/2012 08:24:11,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,26211,26211_tcp,inbound
06/Apr/2012 08:24:18,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,41925,41925_tcp,inbound
06/Apr/2012 08:24:18,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,53475,53475_tcp,inbound
06/Apr/2012 08:24:19,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,39691,39691_tcp,inbound
06/Apr/2012 08:24:19,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,57447,57447_tcp,inbound
06/Apr/2012 08:24:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,35401,35401_tcp,inbound
06/Apr/2012 08:24:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,13384,13384_tcp,inbound
06/Apr/2012 08:24:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,17701,17701_tcp,inbound
06/Apr/2012 08:24:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,13237,13237_tcp,inbound
06/Apr/2012 08:24:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,43530,43530_tcp,inbound
06/Apr/2012 08:24:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,63776,63776_tcp,inbound
06/Apr/2012 08:24:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,13439,13439_tcp,inbound
06/Apr/2012 08:24:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,22977,22977_tcp,inbound
06/Apr/2012 08:24:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,23457,23457_tcp,inbound
06/Apr/2012 08:25:03,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,58576,58576_tcp,inbound
06/Apr/2012 08:25:03,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,29157,29157_tcp,inbound
06/Apr/2012 08:25:03,Critical,Deny,ASA-2-106001,TCP,10.32.5.55,10.32.0.1,6667,29710,29710_tcp,inbound
06/Apr/2012 08:25:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,7302,7302_tcp,inbound
06/Apr/2012 08:25:19,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,41757,41757_tcp,inbound
06/Apr/2012 08:25:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,50154,50154_tcp,inbound
06/Apr/2012 08:25:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,5889,5889_tcp,inbound
06/Apr/2012 08:25:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,46871,46871_tcp,inbound
06/Apr/2012 08:26:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,20153,20153_tcp,inbound
06/Apr/2012 08:26:19,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,39457,39457_tcp,inbound
06/Apr/2012 08:26:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,34538,34538_tcp,inbound
06/Apr/2012 08:26:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,65339,65339_tcp,inbound
06/Apr/2012 08:26:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,26014,26014_tcp,inbound
06/Apr/2012 08:26:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,2881,2881_tcp,inbound
06/Apr/2012 08:26:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,18243,18243_tcp,inbound
06/Apr/2012 08:26:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,28156,28156_tcp,inbound
06/Apr/2012 08:26:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,43522,43522_tcp,inbound
06/Apr/2012 08:26:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,33651,33651_tcp,inbound
06/Apr/2012 08:26:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,21886,21886_tcp,inbound
06/Apr/2012 08:26:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,18899,18899_tcp,inbound
06/Apr/2012 08:27:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,13565,13565_tcp,inbound
06/Apr/2012 08:27:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,13907,13907_tcp,inbound
06/Apr/2012 08:27:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,29707,29707_tcp,inbound
06/Apr/2012 08:27:40,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,50166,50166_tcp,inbound
06/Apr/2012 08:28:03,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,65371,65371_tcp,inbound
06/Apr/2012 08:28:03,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,26124,26124_tcp,inbound
06/Apr/2012 08:28:03,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,25846,25846_tcp,inbound
06/Apr/2012 08:28:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,2253,2253_tcp,inbound
06/Apr/2012 08:28:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,19560,19560_tcp,inbound
06/Apr/2012 08:28:19,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,38861,38861_tcp,inbound
06/Apr/2012 08:28:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,45818,45818_tcp,inbound
06/Apr/2012 08:28:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,32770,32770_tcp,inbound
06/Apr/2012 08:28:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,61903,61903_tcp,inbound
06/Apr/2012 08:28:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,49533,49533_tcp,inbound
06/Apr/2012 08:28:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,62891,62891_tcp,inbound
06/Apr/2012 08:28:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,49809,49809_tcp,inbound
06/Apr/2012 08:28:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,22712,22712_tcp,inbound
06/Apr/2012 08:28:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,25478,25478_tcp,inbound
06/Apr/2012 08:28:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,12752,12752_tcp,inbound
06/Apr/2012 08:28:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,36334,36334_tcp,inbound
06/Apr/2012 08:28:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,4992,4992_tcp,inbound
06/Apr/2012 08:28:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,48947,48947_tcp,inbound
06/Apr/2012 08:29:01,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,32031,32031_tcp,inbound
06/Apr/2012 08:29:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,15077,15077_tcp,inbound
06/Apr/2012 08:29:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,60646,60646_tcp,inbound
06/Apr/2012 08:29:19,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,56572,56572_tcp,inbound
06/Apr/2012 08:29:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,45576,45576_tcp,inbound
06/Apr/2012 08:29:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,48433,48433_tcp,inbound
06/Apr/2012 08:29:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,15706,15706_tcp,inbound
06/Apr/2012 08:29:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,30754,30754_tcp,inbound
06/Apr/2012 08:29:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,17605,17605_tcp,inbound
06/Apr/2012 08:29:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,65180,65180_tcp,inbound
06/Apr/2012 08:29:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,32077,32077_tcp,inbound
06/Apr/2012 08:29:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,18553,18553_tcp,inbound
06/Apr/2012 08:29:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,19574,19574_tcp,inbound
06/Apr/2012 08:29:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,23736,23736_tcp,inbound
06/Apr/2012 08:29:42,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,35651,35651_tcp,inbound
06/Apr/2012 08:29:42,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,58833,58833_tcp,inbound
06/Apr/2012 08:30:01,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,60092,60092_tcp,inbound
06/Apr/2012 08:30:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,46127,46127_tcp,inbound
06/Apr/2012 08:30:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.53,10.32.0.1,6667,29088,29088_tcp,inbound
06/Apr/2012 08:30:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,24288,24288_tcp,inbound
06/Apr/2012 08:30:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,42723,42723_tcp,inbound
06/Apr/2012 08:30:20,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,8726,8726_tcp,inbound
06/Apr/2012 08:30:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,30694,30694_tcp,inbound
06/Apr/2012 08:30:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,39525,39525_tcp,inbound
06/Apr/2012 08:30:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,46470,46470_tcp,inbound
06/Apr/2012 08:30:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,26919,26919_tcp,inbound
06/Apr/2012 08:30:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,8905,8905_tcp,inbound
06/Apr/2012 08:30:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,48504,48504_tcp,inbound
06/Apr/2012 08:30:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,61861,61861_tcp,inbound
06/Apr/2012 08:30:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,53652,53652_tcp,inbound
06/Apr/2012 08:30:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,47840,47840_tcp,inbound
06/Apr/2012 08:30:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,18971,18971_tcp,inbound
06/Apr/2012 08:31:01,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,45596,45596_tcp,inbound
06/Apr/2012 08:31:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,57377,57377_tcp,inbound
06/Apr/2012 08:31:12,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,50922,50922_tcp,inbound
06/Apr/2012 08:31:19,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,12571,12571_tcp,inbound
06/Apr/2012 08:31:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,6667,6259,6259_tcp,inbound
06/Apr/2012 08:31:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,63953,63953_tcp,inbound
06/Apr/2012 08:32:01,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,4757,4757_tcp,inbound
06/Apr/2012 08:32:01,Critical,Deny,ASA-2-106001,TCP,10.32.5.53,10.32.0.1,6667,64130,64130_tcp,inbound
06/Apr/2012 08:32:01,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,2851,2851_tcp,inbound
06/Apr/2012 08:32:11,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,31213,31213_tcp,inbound
06/Apr/2012 08:32:18,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,6667,28842,28842_tcp,inbound
06/Apr/2012 08:32:19,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,23652,23652_tcp,inbound
06/Apr/2012 08:32:19,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,6667,34133,34133_tcp,inbound
06/Apr/2012 08:32:19,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,22461,22461_tcp,inbound
06/Apr/2012 08:32:38,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,6667,9880,9880_tcp,inbound
06/Apr/2012 08:32:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,6667,28457,28457_tcp,inbound
06/Apr/2012 08:32:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,6667,50180,50180_tcp,inbound
06/Apr/2012 08:32:39,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,6667,47586,47586_tcp,inbound
